anime_id,name,genre,rating,members
18341,Pro Yakyuu wo 10bai Tanoshiku Miru Houhou Part 2,comedy sports,4.75,58
32385,Project HAL,action mecha,5.96,201
9426,Pururun Shizukuchan,comedy kids,5.9,148
29910,Qin Shiming Yue 3D Dianying Longteng Wanli,action fantasy historical martial arts,6.91,254
33278,Qin Shiming Yue Tebie Pian Di Zi Jiang Xi,action fantasy historical martial arts,5.81,107
33761,Qui Shui Yi Yun,horror mystery supernatural,7.25,83
14249,Ribbon no Kishi 1999,adventure,5.86,178
31302,Robo to Shoujo Kari Oshirase Gekijou Kari,comedy scifi,3.81,127
33535,Runningman,slice of life,4.7,48
30204,Ryoukansan,historical,5.4,55
23593,Saitama Bousou Saizensen Flag Shinimonogurui no Seishun,drama slice of life,6.0,62
33856,Saitamaken Zaijuu Fujiyama Osamu 33sai Mushoku NEET Fujilog Nyuumonhen,comedy,6.0,31
15393,Sakura no Ondo,drama,6.38,1498
10077,Sango no Umi to Ouji,fantasy,6.16,132
23867,Saru Kani Gassen Ijimekkozaru to Shoujiki Kanisan,comedy kids,5.25,49
4684,Scarecrowman,fantasy kids,7.13,160
10045,Seishun Fuufu Monogatari Koiko no Mainichi,comedy drama ecchi romance seinen,6.22,162
30028,Sekai Meisaku Douwa Series,adventure fantasy historical kids magic supernatural,6.71,103
19167,Senbon Matsubara,drama historical,6.31,89
31265,Shashinki 87,dementia,3.41,85
32796,Shenmi Shijie Lixian Ji,adventure comedy fantasy,9.0,37
25093,Shiawase no Ouji,kids,6.57,65
30983,Shibuzome Ikki Ashita ni Kakeru Niji,historical kids,5.67,35
18939,Shimajirou Hesoka,adventure comedy fantasy kids magic,6.6,87
20963,Shimajirou to Kujira no Uta,adventure comedy fantasy kids,4.75,90
25065,Shin Dousei Jidai Hawaiian Breeze,drama romance,6.5,79
15875,Shin Kyojin no Hoshi,sports,6.77,165
15579,Shinkai Densetsu Meremanoid,adventure fantasy,6.0,163
29389,Shiro Hon,adventure kids,6.5,44
9349,Shizukanaru Don Yakuza Side Story,action comedy drama seinen,5.67,130
25075,Shoukoushi Cedie Specials,drama shoujo slice of life,7.2,82
8829,Shounen Ashibe TV,comedy slice of life,6.0,188
17211,Shouwa Ahozoushi Akanuke Ichiban,comedy shoujo,7.28,246
24085,Shura ga Yuku,drama seinen,5.4,75
31829,Sinbad Mahou no Lamp to Ugoku Shima,adventure,6.17,622
29756,Sinbad Soratobu Hime to Himitsu no Shima,adventure,6.41,881
28019,Slippy Dandy,action kids mystery,5.75,50
19999,Sobakasu Pucchi,adventure comedy kids,7.18,72
10774,Soccer Fever,historical sports,6.47,166
27501,Sore Ike Anpanman Anpanman to Tanoshii Nakamatachi,adventure fantasy kids,6.5,73
9007,Sore Ike Anpanman Black Nose to Mahou no Uta,comedy fantasy kids,5.74,132
27569,Sore Ike Anpanman Hashire Wakuwaku Anpanman Grand Prix,comedy fantasy kids,5.55,66
27491,Sore Ike Anpanman Kaiketsu Naganegiman to Doremi Hime,comedy fantasy kids,5.47,106
27571,Sore Ike Anpanman Keito no Shiro no Christmas,comedy fantasy kids,5.44,67
16163,Sore Ike Anpanman Kirakira Boshi no Namida,adventure comedy kids super power,6.07,121
10056,Sore Ike Anpanman Kyouryuu Nosshii no Daibouken,comedy fantasy kids,5.61,113
22035,Sore Ike Anpanman LyricalMagical Mahou no Gakkou,comedy fantasy kids,4.94,89
9446,Sore Ike Anpanman Niji no Pyramid,comedy kids,5.58,126
27683,Sore Ike Anpanman Rhythm de Teasobi  Anpanman to Fushigi na Parasol,comedy fantasy kids,4.83,74
10057,Sore Ike Anpanman Tobe Tobe Chibigon,comedy fantasy kids,5.54,113
10685,Sore Ike Anpanman Utatte Teasobi Anpanman to Mori no Takara,comedy fantasy kids,5.39,107
21297,Sore Ike Anpanman Yakisobapanman to Black Sabotenman,comedy fantasy kids,5.2,73
21967,Sore Ike Anpanman Yousei Rinrin no Himitsu,comedy fantasy kids,5.88,74
11497,Sore Ike Zukkoke Sanningumi,comedy kids school,7.0,86
30024,SOS Kochira Chikyuu,drama kids,6.25,41
30210,Souiu Megane,dementia,3.5,65
3451,Space Oz no Bouken,adventure scifi,6.25,151
27575,Spy Gekimetsu,historical military,6.63,68
9500,Starlight Scramble Renai Kouhosei,action romance scifi,5.94,141
3885,Sugar Bunnies,kids,6.61,315
11713,Suisenzuki no Yokka,fantasy kids,6.75,86
24969,Sumiko TV,comedy kids slice of life,4.07,108
6583,Super Bikkuriman,adventure comedy demons fantasy scifi,6.55,158
17991,Super Real Mahjong Kasumi Miki Shouko no Hajimemashite,comedy ecchi game,5.76,161
30159,Super Taromu,mecha shounen,3.83,64
22845,Suzu 3 Tarou,comedy kids,6.25,44
18629,Taiheiyou ni Kakeru Niji,drama kids slice of life,5.44,79
17487,Tantei Shounen Kageman,comedy mystery,6.5,76
19989,Tatakae Osper,action scifi shounen,5.6,77
5922,Tenjouhen Utsunomiko,adventure demons fantasy,6.9,271
26239,Tenki ni Naare,drama historical kids space,7.75,47
2930,Tensai Dr Hamax,comedy,4.33,88
19445,Tetsujin 28gou Gao,mecha slice of life,7.33,137
29151,Tezuka Osamu Monogatari,historical,4.86,69
30582,That039s Hanakappa Musical Pan to Gohan Docchi nano,comedy kids music,5.2,51
23915,The Adventures of Hello Kitty amp Friends,fantasy kids,5.08,117
5943,The Aurora Umi no Aurora,adventure scifi,5.6,140
30537,Tiger amp Bunny Too Many Cooks Spoil the Broth,action comedy mystery super power,6.06,1111
19991,Tobidase Bacchiri,comedy kids mystery,7.63,72
8539,Toilet no Hanakosan,horror,5.87,224
9825,Tonari no Tokoro,comedy,6.78,126
12341,Trip Trek,adventure comedy fantasy,3.64,115
29479,Tsunagaru Animal,kids,5.4,39
9175,Tsuruhime Ja,comedy kids shoujo slice of life,5.54,89
23537,Two Down Full Base,kids sports,6.38,57
29283,Uchuu Kaizoku Mito no Daibouken Pilot,comedy scifi,5.42,106
12895,Uchuu Shounen Soran Movie,action adventure scifi,5.67,84
20225,Umigame to Shounen,drama historical,6.55,90
6658,Unkosan Tsuiteru Hito ni Shika Mienai Yousei,comedy magic,3.25,300
30973,Urashima Tarou 1952,historical,4.58,106
12833,Ushiro no Hyakutarou,horror school supernatural,5.85,89
22561,Virtual Star 2000,action,5.43,75
33124,WakuwakuNukegake Daisakusen,cars music,4.2,59
21161,Wansakun OVA,comedy kids,6.57,62
30083,Warenai Tamago,comedy kids music,4.44,74
22219,Warera Salaryman Tou,comedy slice of life,8.67,57
22503,Washimo,comedy kids school scifi slice of life,5.92,209
30207,Watashi wa Tofu Desu,kids music,4.46,55
22711,Wazaguu vs Dangerous Jiisan Ja Houfukuzettou Anime Quiz,comedy kids,6.17,56
22757,X Maiden,comedy school slice of life,4.58,372
9822,Xiang Qi Master,game,6.33,252
33744,Yahabe,game shounen supernatural,5.0,34
26313,Yakusoku Africa Mizu to Midori,drama kids,9.25,53
17471,Yanase Takashi Mrchen Gekijou,kids,7.0,68
12791,Yankee Reppuutai,adventure drama shounen,5.88,110
10113,Yokohama Meibutsu Otoko Katayamagumi,action school shounen,6.53,150
33763,Yong Zhe Da Mao Xian 2nd Season,adventure fantasy,7.0,47
23351,Youkaiden Nekome Kozou,adventure horror psychological seinen supernatural,8.0,153
12771,Youyou no Neko Tsumami,comedy slice of life,6.09,102
31872,Yukidaruma Kazoku,kids music,5.25,40
26097,Yume no Tsuzuki,drama kids,8.67,53
30998,Yuujou no Kickoff,drama kids sports,6.0,35
31838,Ze Tian Ji,action adventure fantasy,6.8,180
33048,Zegapain ADP,action mecha romance scifi,6.35,1859
33571,Zenryoku Yobikou 55 Seminar,comedy parody school,5.0,46
9522,Zero Tester Chikyuu wo Mamore,action adventure mecha scifi,5.23,137
22709,Zettai Zetsumei Dangerous Jiisan 2005,comedy kids,7.0,66
19717,Zoku Naniwa Yuukyouden,action comedy,5.1,78
11097,Zou no Inai Doubutsuen,drama,6.07,85
18967,Zukkoke Sanningumi Zukkoke Jikuu Bouken,comedy historical scifi,6.13,76
11879,Oni Chichi Reborn,hentai,7.89,14342
10380,Oni Chichi Rebirth,hentai,7.65,14925
25345,Rance 01 Hikari wo Motomete The Animation,fantasy hentai magic,7.61,6158
8634,Koisuru Boukun,comedy romance yaoi,7.59,31195
12375,Makichan to Nau,hentai,7.57,9650
3102,Kateikyoushi no Oneesan The Animation H no Hensachi Agechaimasu,hentai,7.29,7218
2135,Sora no Iro Mizu no Iro,hentai,7.22,9633
7053,Fault,hentai,7.21,11055
17867,Nuki Doki Tenshi to Akuma no Sakusei Battle,hentai,7.12,4007
3771,Nee Chanto Shiyou Yo,hentai,7.09,6171
8039,Oppai no Ouja 48,hentai,7.07,3815
12997,Please  Me,hentai,6.98,8152
5784,Ai no Kusabi 2012,drama romance scifi yaoi,6.97,17943
21069,Amanee Tomodachinchi de Konna Koto ni Naru Nante,hentai,6.94,3054
24377,Spocon,hentai,6.93,2846
25923,Oppai Gakuen Marching Bandbu,hentai,6.92,2364
6892,Yokorenbo Immoral Mother,hentai,6.9,3890
4010,Alignment You You The Animation,demons hentai school supernatural,6.89,6951
368,Bible Black,hentai,6.88,31309
16059,Aku no Onna Kanbu Full Moon Night,hentai supernatural,6.85,3613
2841,Kuro Ai Hitoyozumakan Inkou Rannyuuroku,hentai,6.84,6495
23247,Oshaburi Announcer,hentai,6.84,1808
21597,Yabai Fukushuu Yami Site,hentai,6.83,3010
12957,First Love,hentai,6.82,3466
24021,Sei Shoujo The Animation,hentai,6.81,2159
28859,Shabura Rental Ecchi na Oneesan to no Eroero Rental Obenkyou The Animation,hentai,6.81,2068
29085,Sei Yariman Sisters Pakopako Nikki The Animation,hentai,6.8,2324
830,Sexfriend,hentai,6.79,9174
6122,Jinkou Shoujo Henshin Sex Android,hentai,6.76,3287
12057,My Imouto Koakuma na ACup,hentai,6.74,5400
1780,Choukou Tenshi Escalayer,demons hentai scifi super power,6.72,6574
24271,Paizuri Cheerleader vs Sakunyuu Ouendan,hentai,6.72,2089
2988,Mahou Shoujo Ai,action hentai horror supernatural,6.7,4755
3058,Darling,hentai,6.69,3600
4127,Shion,action fantasy hentai supernatural,6.69,2273
4607,Tsuma to Mama to Boin,hentai,6.69,3437
31397,Mesu Kyoushi 4 Kegasareta Kyoudan,hentai,6.68,2444
2960,Kininaru Roommate,hentai,6.66,3237
3999,Dorei Maid Princess,fantasy hentai,6.65,2948
8651,Newmanoid Cam Cam Castin,hentai,6.64,2307
1263,Suika,drama fantasy hentai romance,6.64,3483
10420,Gakuen 3,hentai,6.63,2188
3171,Ryoujoku Hitozuma Onsen,hentai,6.63,2099
13223,Bible Black New Testament Recap,hentai,6.6,2777
3917,Hitozuma Cosplay Kissa 2 Hitozuma LoveLove  Cosplay OVA,hentai,6.56,1615
3050,Panchira Teacher,hentai school,6.54,4881
3995,Tokubetsu Byoutou,hentai,6.54,2572
9545,Elf Hime Nina,fantasy hentai supernatural,6.53,2684
24317,Love Colon,hentai,6.51,1970
2590,Genmukan,hentai,6.5,3813
3747,Inyouchuu The Animation,hentai school supernatural,6.5,3363
2533,Dvine Luv,hentai,6.49,2241
6220,Musuko no Tomodachi ni Okasarete,hentai,6.48,1883
5993,Samayou Midara na Lunatics,hentai,6.48,1916
20757,Taimanin Yukikaze,demons hentai supernatural,6.47,3280
2138,Kage OVA,action hentai historical martial arts,6.47,3176
31885,Majuu Jouka Shoujo Utea,hentai,6.45,1542
18959,Waisetsu Missile The Animation,hentai,6.44,2179
2431,Nikuyoku Gangu Takuhainin,hentai,6.42,1566
1339,Cool Devices,hentai,6.41,3966
214,Pia Carrot e Youkoso 2,comedy hentai romance,6.39,1408
9287,Inyouchuu Shoku Special,demons fantasy hentai horror supernatural,6.38,1492
2359,Choujin Densetsu Urotsukidouji Movie,action demons drama hentai,6.37,2545
25055,Furifure The Animation,hentai,6.37,1832
211,Pure Mail,hentai,6.37,1911
27881,Ana no Oku no Ii Tokoro,hentai,6.35,2104
2341,Choujin Densetsu Urotsukidouji,action demons drama hentai,6.34,4425
5924,Koushoku Ichidai Otoko,drama hentai historical psychological,6.34,1433
29703,Ikoku na Retro,hentai,6.31,1439
27747,Jokei Kazoku III Himitsu  The Anime,hentai,6.32,1316
1272,Injuu Gakuen La Blue Girl,demons hentai,6.31,4893
23101,Kuraibito,hentai,6.29,2187
4365,Hitou Meguri The Animation Wakaokami Rachiru,hentai,6.28,2678
4164,Kounai Shasei,comedy hentai magic,6.27,1222
2437,Elfina Yoru e to Urareta Oukoku de The Animation,fantasy hentai,6.25,2335
5281,Hissatsu Chikan Nin,hentai,6.25,1930
3452,Onna Kyoushi,hentai,6.24,1570
10429,Otoko no Ko Ojousama,hentai,6.22,1572
26059,Samurai Hormone The Animation,hentai,6.2,1433
21513,Imako System,hentai,6.19,2111
3109,Mei King,adventure comedy fantasy hentai,6.19,1106
10920,Seikon no Qwaser II Picture Drama,ecchi yuri,6.19,6874
3795,Hana to Hebi The Animation,hentai,6.17,1394
1390,Parade Parade,hentai music yuri,6.17,1539
4653,Shakkin Shimai,hentai school,6.15,2195
6694,Triangle Blue,hentai,6.15,3602
1405,Tokio Kidou Police,comedy hentai parody romance,6.14,1135
2343,Choujin Densetsu Urotsukidouji Miraihen,demons fantasy hentai horror scifi,6.13,1736
3078,Magical Twilight,comedy hentai magic romance,6.12,1027
7582,Reijoku no Yakata,hentai,6.12,1700
31424,Inyouchuu Etsu Special,demons hentai horror supernatural,6.11,506
5208,Hatsukoi,hentai,6.1,1628
9232,Yebisu Celebrities 1st,yaoi,6.08,5082
2436,Angelium,hentai,6.06,3395
736,Keiraku no Houteishiki LevelC,drama hentai yaoi,6.01,9478
1353,The Urotsuki,adventure demons fantasy hentai horror,6.01,1480
9325,Shin Seiki Cream Lemon,hentai yuri,6.0,543
2540,Tonari no Oneesan,comedy hentai,6.0,1756
2185,Words Worth Gaiden,action adventure fantasy hentai,5.97,2402
7612,Haha Sange,hentai,5.95,2317
5522,Juuninin no Onna Kyoushi,hentai,5.95,1123
32484,ASize Classmate,hentai,5.94,2209
9327,SemeChichi,hentai,5.94,1589
1404,Flutter of Birds Toritachi no Habataki,hentai,5.93,1190
2368,Ryouki no Ori Dai 2 Shou,hentai,5.91,1028
5403,Jii Tousaku,hentai,5.9,825
4799,Mune Kyun Heartful Cafe,hentai,5.9,1058
9939,Kunoichi Sakuya,hentai,5.89,1218
2209,VGNeo The Animation,action hentai martial arts,5.88,2028
2588,Sinkan,hentai,5.87,1494
5612,Terra Story,hentai,5.87,385
3711,After The Animation,hentai school,5.85,4369
5553,Love Forever,hentai,5.85,237
4350,Megami Kyouju,hentai horror military scifi supernatural,5.85,1269
5606,Ryoujoku Joshi Gakuen,hentai,5.85,450
2788,Stratosphera no Yousei,drama hentai romance scifi,5.83,1745
3649,Bishoujo Comic Lolicon Angel Mitsu no Aji,hentai,5.8,1445
2380,Tokubetsu Jugyou 2,hentai,5.8,1183
3402,Sexy Sailor Soldiers,action comedy hentai super power,5.72,1273
3383,OrchidEmblem,hentai,5.68,646
3565,UJin Brand,hentai,5.67,535
3643,Mahou no Rouge Lipstick,hentai,5.64,345
5154,Kanzen Mushusei Sorezore no Houkago,hentai school,5.61,542
2186,Maid no Yakata Zetsubouhen,hentai,5.61,1308
2874,Charm Point 1 Sister039s Rondo,hentai,5.57,868
3377,Tres Marias Sannin no Sei Shojo,hentai,5.57,1003
2894,Kinbaku no Yakata Ryakudatsu,hentai,5.56,1443
3093,Kekkai,hentai,5.5,945
5190,Mujintou Monogatari XX,hentai,5.5,499
2864,2x1,hentai,5.44,1364
1499,MaMa,hentai,5.44,563
5540,Datenshitachi no Kyouen,hentai,5.43,272
5423,Mogitate Marinachan,hentai,5.43,268
5568,Rinkan Gakuen Yamete Okaasan Minaide,hentai,5.43,1325
4818,Houkago Renai Club Koi no tude,hentai,5.39,605
2480,Dragon Knight Gaiden,action demons fantasy hentai,5.36,712
3581,Requiem,hentai,5.36,2413
3883,YuNo,hentai scifi,5.35,661
5542,Telepathist IQ Saiko,hentai,5.31,252
2551,Nessa no Wakusei,hentai scifi,5.3,1013
2592,Kimera,action horror scifi supernatural vampire yaoi,5.29,3374
5383,My Life As,comedy hentai yuri,5.24,778
5773,69 Pink Riders 2,hentai,5.17,495
3635,Advancer Tina,hentai scifi space,5.16,1487
4866,Pico x CoCo x Chico,hentai yaoi,5.16,27411
4497,Kijutsushi x Majutsushi Osaka Tanteibu no Jikenbo,hentai,5.12,460
3584,Injuu Nerawareta Idol,demons hentai,4.95,652
3540,Henbou Moral Hazard,hentai,4.88,552
4178,Dream Hazard Akuma no Program,hentai,4.77,616
2990,Mini Skirt Gakuen,hentai,4.64,657
19747,Dakaretai Onna,hentai romance,3.43,144
20177,Gin no Otoko,hentai romance,3.44,126
9503,Hokenshitsu de Aimashou,hentai,4.38,306
5559,Nijuusou Wana ni Ochita Onnatachi,hentai,5.2,240
5543,Under World,hentai,4.28,183
26081,Yasuji no Pornorama Yacchimae,hentai,5.46,142
